Id,PostId,Score,CreationDate,UserId
1246,313,0,2014-06-11T15:17:28.750,515
6221,313,1,2015-05-25T15:04:39.207,75
10250,313,0,2014-06-20T20:44:39.280,426
1250,316,1,2014-06-11T17:35:10.527,158
1251,316,0,2014-06-11T19:01:09.080,514
1272,320,1,2014-06-12T16:59:43.233,554
1257,324,1,2014-06-12T03:33:12.170,366
1259,324,2,2014-06-12T05:12:19.767,381
17528,326,3,2016-12-12T22:51:45.610,8501
32449,326,2,2018-02-15T08:43:21.517,39841
45467,326,0,2018-09-24T20:57:17.513,59171
1299,327,7,2014-06-13T09:35:46.040,457
1304,327,0,2014-06-13T10:17:04.727,115
1305,327,0,2014-06-13T10:21:46.037,457
1306,327,1,2014-06-13T10:41:21.297,115
5147,327,1,2015-01-13T13:38:41.387,7784
5148,327,0,2015-01-13T14:38:23.670,115
21657,327,1,2017-05-08T20:15:01.607,18544
31146,327,2,2018-01-18T02:52:39.257,18481
1282,334,4,2014-06-13T01:44:05.283,62
1283,334,3,2014-06-13T04:29:41.007,434
1284,334,10,2014-06-13T05:05:00.603,62
1285,334,0,2014-06-13T05:11:38.660,434
1286,334,4,2014-06-13T05:18:36.150,62
1287,334,3,2014-06-13T05:37:04.533,434
2840,334,0,2014-12-04T18:01:58.977,
6212,335,0,2015-05-25T07:27:09.663,75
6900,337,2,2015-07-19T14:41:19.090,8820
32450,337,2,2018-02-15T08:45:52.640,39841
1265,339,16,2014-06-12T15:57:49.973,381
1274,339,0,2014-06-12T17:12:15.527,514
1280,339,12,2014-06-12T22:04:23.300,598
1288,339,17,2014-06-13T06:11:10.367,108
1315,339,0,2014-06-13T14:10:40.397,791
5800,339,38,2015-04-03T22:05:28.860,2885
6115,339,8,2015-05-12T16:31:21.347,8041
13958,339,2,2016-07-09T20:47:21.800,18246
15482,339,2,2016-09-11T09:36:27.717,8432
17555,339,1,2016-12-13T16:31:29.813,15412
18908,339,0,2017-02-07T21:01:50.077,8237
21876,339,1,2017-05-15T00:21:37.040,10548
22018,339,0,2017-05-17T22:35:41.223,8041
28354,339,0,2017-11-06T11:36:02.513,2496
29369,339,0,2017-11-23T13:51:20.697,30433
29372,339,0,2017-11-23T16:30:35.830,381
31145,339,0,2018-01-18T02:51:41.827,18481
81360,339,0,2020-06-30T04:12:34.313,87923
1276,341,0,2014-06-12T18:26:34.837,456
1266,343,2,2014-06-12T16:00:20.453,381
1275,343,0,2014-06-12T18:08:53.677,754
1302,345,2,2014-06-13T10:00:56.180,457
1289,349,2,2014-06-13T07:16:19.973,791
1313,349,2,2014-06-13T13:36:51.167,780
1314,349,0,2014-06-13T14:07:52.810,791
1281,350,0,2014-06-13T01:41:26.040,62
1303,350,1,2014-06-13T10:16:04.927,434
1297,351,2,2014-06-13T08:26:14.040,97
1307,351,0,2014-06-13T10:49:41.657,762
1319,351,0,2014-06-13T17:02:53.243,735
1337,351,0,2014-06-16T11:02:19.743,762
1300,352,0,2014-06-13T09:48:54.630,434
1301,352,0,2014-06-13T09:53:37.330,434
1320,352,2,2014-06-13T06:04:40.787,108
1423,352,2,2014-06-18T23:04:18.013,322
1293,354,5,2014-06-13T07:33:53.157,471
1294,354,0,2014-06-13T07:34:51.107,791
1309,355,1,2014-06-13T11:15:12.490,791
1310,358,1,2014-06-13T12:46:46.617,434
1311,358,0,2014-06-13T12:47:26.107,434
1312,358,1,2014-06-13T13:20:10.287,587
1318,360,0,2014-06-13T16:59:09.830,158
1316,361,0,2014-06-13T16:51:41.793,84
1321,362,0,2014-06-13T18:32:29.797,434
8110,362,0,2015-10-18T08:50:12.617,13498
1322,365,0,2014-06-14T03:26:47.133,434
1323,365,0,2014-06-14T03:29:39.203,434
1324,365,0,2014-06-14T04:04:26.623,386
94082,374,0,2021-02-25T19:28:20.437,62558
58277,379,0,2019-05-22T18:45:28.280,74533
1442,382,0,2014-06-19T17:24:09.717,1011
1330,388,1,2014-06-15T15:25:05.307,84
1331,388,0,2014-06-15T20:26:30.203,780
1332,388,0,2014-06-15T20:35:17.443,84
1498,389,0,2014-06-22T06:13:51.587,846
1503,389,0,2014-06-22T18:15:10.680,515
1334,395,0,2014-06-16T08:05:55.243,97
1340,398,9,2014-06-16T14:21:06.007,515
1346,398,0,2014-06-16T18:56:18.513,843
1335,399,0,2014-06-16T09:57:46.783,872
1338,400,1,2014-06-16T13:25:03.337,791
1447,403,0,2014-06-19T17:49:57.240,1011
1491,403,0,2014-06-20T18:45:56.357,880
1500,403,0,2014-06-22T13:04:26.187,1011
1341,404,0,2014-06-16T15:49:04.183,227
1343,404,0,2014-06-16T17:35:52.767,548
1361,405,2,2014-06-17T08:07:24.300,101017
1383,405,1,2014-06-17T14:58:30.103,548
1392,405,0,2014-06-17T15:27:51.723,101017
1393,405,3,2014-06-17T16:15:13.170,539
1395,405,0,2014-06-17T17:30:31.490,872
2454,405,0,2014-10-12T03:24:36.873,3571
14743,406,0,2016-08-11T10:14:19.740,23317
1344,408,2,2014-06-16T18:05:32.453,554
1357,408,0,2014-06-17T01:18:21.087,886
1370,408,0,2014-06-17T12:59:46.167,178
1345,409,0,2014-06-16T18:42:16.387,178
1358,409,0,2014-06-17T01:24:29.210,886
1348,411,12,2014-06-16T20:05:09.750,515
1350,411,0,2014-06-16T20:11:36.353,548
1352,411,1,2014-06-16T20:20:29.817,381
1354,411,0,2014-06-16T21:08:55.900,890
1355,411,0,2014-06-16T21:54:22.960,322
1360,411,0,2014-06-17T07:48:23.087,101017
1378,411,0,2014-06-17T14:45:46.360,548
1380,411,0,2014-06-17T14:54:54.170,101017
1381,411,0,2014-06-17T14:56:48.123,548
1382,411,0,2014-06-17T14:58:16.727,101017
1384,411,0,2014-06-17T15:00:20.027,548
1385,411,1,2014-06-17T15:08:22.267,101017
1386,411,0,2014-06-17T15:11:36.837,548
1388,411,0,2014-06-17T15:13:00.223,101017
1389,411,0,2014-06-17T15:15:23.390,548
1390,411,0,2014-06-17T15:21:57.660,101017
1391,411,0,2014-06-17T15:25:56.273,101017
2341,413,2,2014-09-29T09:00:26.110,3410
29710,413,0,2017-12-03T23:30:37.513,14518
1645,414,1,2014-06-29T18:18:55.930,1193
27042,414,2,2017-09-21T16:24:10.787,17538
1468,415,0,2014-06-20T07:17:43.250,119
1508,415,0,2014-06-23T11:14:14.553,289
1401,416,0,2014-06-17T19:57:32.907,322
1363,421,2,2014-06-17T08:41:49.577,836
1368,421,0,2014-06-17T11:42:23.613,115
1369,424,0,2014-06-17T12:49:06.043,241
8444,424,0,2015-11-06T16:39:09.177,12473
17558,424,1,2016-12-13T16:55:59.093,381
1359,426,0,2014-06-17T07:45:32.770,101017
1362,426,3,2014-06-17T08:40:15.450,836
1364,426,0,2014-06-17T09:45:23.663,343
1365,426,4,2014-06-17T10:19:41.480,122
1374,427,4,2014-06-17T13:41:37.477,515
1366,430,0,2014-06-17T10:53:46.840,478
1367,430,1,2014-06-17T11:28:41.010,913
1387,431,0,2014-06-17T15:12:51.027,84
6578,432,0,2015-06-23T14:30:02.550,2673
1371,433,0,2014-06-17T13:35:17.570,913
1372,433,0,2014-06-17T13:37:02.053,241
1373,433,3,2014-06-17T13:40:48.977,84
1375,433,1,2014-06-17T13:42:47.237,913
1376,433,0,2014-06-17T13:53:34.867,241
1377,433,0,2014-06-17T14:01:49.917,84
1379,433,0,2014-06-17T14:45:59.170,84
1590,435,2,2014-06-25T14:32:26.520,1155
5531,435,0,2015-02-25T15:36:26.273,2723
5532,435,0,2015-02-25T16:29:08.187,2723
1399,439,1,2014-06-17T19:44:59.190,322
1400,439,0,2014-06-17T19:48:14.150,322
1402,439,0,2014-06-17T20:27:56.733,780
1481,442,2,2014-06-20T16:13:35.127,941
45288,442,0,2018-09-21T15:16:03.520,59446
1407,445,0,2014-06-18T12:30:41.317,839
1562,446,0,2014-06-24T22:00:36.210,322
44068,446,0,2018-08-29T21:37:44.123,58339
44681,446,0,2018-09-10T19:54:34.840,322
1406,449,0,2014-06-18T10:30:55.527,426
1471,449,3,2014-06-20T09:20:30.793,113
4039,449,4,2014-12-29T17:05:50.890,3466
1412,451,1,2014-06-18T17:54:09.643,743
1413,451,0,2014-06-18T17:55:37.270,84
1415,451,0,2014-06-18T18:10:56.937,869
1416,451,0,2014-06-18T18:22:29.890,84
1417,451,1,2014-06-18T18:26:11.227,869
1418,451,0,2014-06-18T18:27:44.977,869
1422,452,0,2014-06-18T19:19:17.557,886
1438,452,0,2014-06-19T14:32:56.907,403
1408,453,2,2014-06-18T16:06:03.520,322
1409,453,3,2014-06-18T16:14:01.900,869
1410,453,0,2014-06-18T16:33:25.077,84
1414,453,0,2014-06-18T18:08:48.673,869
1420,453,0,2014-06-18T18:41:55.673,84
11952,453,0,2016-05-19T10:32:02.457,6478
17942,453,0,2017-01-03T08:32:01.917,27432
17950,453,1,2017-01-03T15:54:31.367,869
1411,455,1,2014-06-18T16:40:58.183,836
1419,455,3,2014-06-18T18:37:12.887,553
1443,455,0,2014-06-19T17:25:47.420,227
1445,455,0,2014-06-19T17:30:36.410,84
6288,455,0,2015-05-29T17:38:53.977,3466
1421,457,0,2014-06-18T18:50:20.903,84
1476,463,0,2014-06-20T14:49:06.473,986
1482,463,1,2014-06-20T16:38:49.233,984
1495,464,0,2014-06-21T10:25:19.050,960
42255,465,0,2018-07-25T09:09:56.623,44456
42302,465,2,2018-07-26T11:04:51.217,984
42377,465,0,2018-07-27T08:53:47.720,44456
1424,466,2,2014-06-18T23:08:41.183,322
1425,466,0,2014-06-18T23:25:19.710,989
1426,466,1,2014-06-19T00:35:40.470,84
1427,466,0,2014-06-19T08:50:22.207,989
1460,466,1,2014-06-19T23:53:47.010,322
1496,466,1,2014-06-21T17:29:42.433,1085
1506,466,0,2014-06-23T09:38:09.920,989
1507,466,0,2014-06-23T09:38:25.643,989
1668,466,0,2014-06-30T23:01:21.583,989
1437,468,0,2014-06-19T13:28:55.910,178
1629,468,1,2014-06-27T13:23:38.907,1237
1633,468,0,2014-06-27T21:03:57.007,953
1441,474,1,2014-06-19T17:07:13.287,227
1461,474,0,2014-06-20T02:27:44.880,957
1456,475,2,2014-06-19T21:32:33.223,953
1429,477,4,2014-06-19T02:43:14.847,
1430,477,0,2014-06-19T06:30:51.003,
1432,477,0,2014-06-19T11:01:24.493,743
1462,481,0,2014-06-20T02:29:46.337,957
1475,481,0,2014-06-20T11:50:47.167,59
1514,483,0,2014-06-23T12:54:17.227,886
14230,483,0,2016-07-20T11:35:56.790,14904
61731,484,1,2019-07-19T18:43:21.123,78062
1440,485,0,2014-06-19T16:54:42.093,84
1454,488,1,2014-06-19T21:08:37.097,922
1452,492,0,2014-06-19T20:58:53.030,381
1455,492,0,2014-06-19T21:30:42.020,684
1457,492,0,2014-06-19T21:37:43.327,684
1463,495,0,2014-06-20T02:56:48.260,1028
1464,495,2,2014-06-20T03:56:30.570,1011
1530,497,0,2014-06-23T18:14:57.430,1138
1534,497,0,2014-06-23T19:30:58.427,1138
1467,500,1,2014-06-20T06:54:45.653,119
1473,500,0,2014-06-20T10:17:59.630,514
26742,500,0,2017-09-11T12:55:36.447,37713
1485,504,0,2014-06-20T18:25:53.873,609
1487,504,1,2014-06-20T18:29:26.120,609
1781,506,1,2014-07-15T15:06:43.223,1047
116673,506,0,2022-10-25T12:35:50.717,117841
1497,507,0,2014-06-22T05:18:22.043,791
1492,509,0,2014-06-21T06:10:06.757,381
1483,510,1,2014-06-20T18:08:24.743,84
1489,510,1,2014-06-20T18:36:03.220,941
1486,511,1,2014-06-20T18:28:44.200,84
1488,511,1,2014-06-20T18:34:39.000,97
9287,511,0,2015-12-25T18:00:50.930,843
1564,512,0,2014-06-24T22:17:32.963,322
1570,512,0,2014-06-25T02:53:14.440,609
1572,512,1,2014-06-25T03:49:58.180,322
1573,512,0,2014-06-25T03:57:55.367,322
1493,516,3,2014-06-21T06:51:15.523,84
1499,516,0,2014-06-22T12:03:45.373,1061
1501,518,0,2014-06-22T16:56:52.783,84
1502,518,0,2014-06-22T17:27:57.603,960
1601,518,0,2014-06-26T01:41:16.660,62
1667,519,0,2014-06-30T23:01:05.820,989
1665,520,0,2014-06-30T22:59:25.760,989
1550,523,0,2014-06-24T15:28:00.807,989
1666,523,0,2014-06-30T23:00:24.603,989
1505,527,2,2014-06-23T02:25:12.900,322
1532,527,0,2014-06-23T18:58:14.737,1011
1520,533,1,2014-06-23T15:13:12.467,793
60345,533,0,2019-06-28T10:40:03.887,69822
1647,534,0,2014-06-29T22:09:23.323,1107
1646,535,0,2014-06-29T22:08:50.460,1107
1651,535,0,2014-06-30T05:38:40.697,941
1654,535,0,2014-06-30T11:38:42.077,1107
1509,536,1,2014-06-23T11:15:13.220,1085
1510,536,0,2014-06-23T11:21:30.430,289
1511,536,1,2014-06-23T11:29:16.800,418
1513,536,0,2014-06-23T12:36:51.537,289
1521,538,3,2014-06-23T15:15:53.153,471
1522,538,2,2014-06-23T15:29:06.037,322
1524,540,5,2014-06-23T16:58:38.603,322
1527,540,0,2014-06-23T17:28:50.353,984
1525,541,0,2014-06-23T17:15:46.740,289
1526,541,0,2014-06-23T17:25:05.013,322
1533,546,3,2014-06-23T19:11:23.767,322
1535,549,0,2014-06-24T01:50:57.443,1138
10922,549,0,2016-03-25T17:20:21.107,15361
1547,550,0,2014-06-24T14:04:44.013,1138
1548,550,0,2014-06-24T14:07:06.180,1138
1545,552,0,2014-06-24T13:58:49.467,1138
1546,552,1,2014-06-24T13:59:40.057,1138
1683,555,1,2014-07-02T04:48:19.950,24
1541,559,1,2014-06-24T12:36:56.940,1147
1542,559,4,2014-06-24T12:45:46.473,1085
1552,559,0,2014-06-24T19:54:37.957,1147
1558,559,2,2014-06-24T20:56:38.683,1167
1566,559,1,2014-06-24T22:26:40.920,
1594,559,0,2014-06-25T15:39:56.180,1167
1596,559,0,2014-06-25T15:54:51.600,924
1600,559,0,2014-06-25T20:43:05.533,1147
1575,560,0,2014-06-25T07:08:37.443,1155
1579,560,0,2014-06-25T07:36:28.230,1085
1580,560,0,2014-06-25T07:36:50.183,1085
1584,560,0,2014-06-25T09:06:43.937,1155
1553,561,1,2014-06-24T20:05:18.477,1085
1557,561,0,2014-06-24T20:55:20.650,964
1559,561,0,2014-06-24T21:21:19.717,1085
1560,561,0,2014-06-24T21:22:00.297,1085
1561,561,0,2014-06-24T22:00:18.433,964
1641,561,0,2014-06-28T23:06:53.930,1256
1578,565,1,2014-06-25T07:29:35.100,471
1597,565,2,2014-06-25T16:01:01.027,153
