Id,PostId,Score,CreationDate,UserId
6631,6216,0,2015-06-26T09:29:57.800,10344
6625,6217,3,2015-06-26T00:22:35.050,381
6630,6217,1,2015-06-26T09:01:10.423,9943
6649,6217,0,2015-06-28T11:20:08.813,7980
6830,6217,0,2015-07-13T16:20:07.693,9420
6836,6217,0,2015-07-13T18:49:26.167,10346
117810,6217,0,2022-12-08T11:07:07.023,140326
6647,6224,0,2015-06-28T11:04:41.577,7980
6655,6224,0,2015-06-29T12:23:32.627,10353
6656,6224,0,2015-06-29T12:32:50.320,7980
6657,6224,0,2015-06-29T13:12:42.593,10353
6658,6224,0,2015-06-29T13:15:48.470,10353
6676,6224,0,2015-06-29T21:23:59.767,7980
6632,6225,0,2015-06-26T12:31:31.587,982
6635,6225,0,2015-06-26T16:45:34.130,5091
6637,6225,0,2015-06-27T08:26:21.873,75
6792,6225,0,2015-07-10T09:36:09.710,982
6993,6227,2,2015-07-27T10:44:03.677,4766
8624,6227,0,2015-11-17T17:36:47.510,13285
6638,6234,0,2015-06-27T14:24:14.200,6527
6646,6234,1,2015-06-28T04:47:08.893,
6648,6235,2,2015-06-28T11:06:27.840,7980
6644,6240,0,2015-06-27T22:00:47.417,6527
6653,6242,0,2015-06-28T22:51:15.643,2452
6659,6243,0,2015-06-29T15:01:07.867,10381
6667,6243,0,2015-06-29T16:34:39.893,
6675,6243,0,2015-06-29T20:56:02.983,10381
6677,6243,0,2015-06-30T03:23:40.490,
6686,6243,0,2015-06-30T13:28:23.157,10381
6687,6243,0,2015-06-30T13:34:13.610,10381
6689,6243,0,2015-06-30T13:34:29.787,10381
6704,6243,0,2015-07-01T01:33:14.853,
6713,6243,0,2015-07-01T13:29:42.680,10381
6714,6243,0,2015-07-01T13:43:34.627,
24674,6249,0,2017-07-09T20:52:54.760,2968
6661,6255,0,2015-06-29T15:45:25.667,10404
6662,6257,0,2015-06-29T15:53:57.800,10404
6663,6257,0,2015-06-29T15:57:33.363,9202
6664,6257,0,2015-06-29T16:02:54.327,10404
6876,6257,1,2015-07-15T22:31:28.813,381
6681,6259,0,2015-06-30T08:30:04.243,471
6701,6259,0,2015-06-30T18:20:37.223,5279
6679,6270,0,2015-06-30T08:25:33.737,471
6694,6272,0,2015-06-30T15:43:15.680,5043
6697,6272,0,2015-06-30T16:35:19.633,5091
6702,6272,0,2015-06-30T21:16:01.960,5043
6743,6272,0,2015-07-05T08:32:26.057,5091
6682,6274,0,2015-06-30T10:46:02.823,7980
6683,6274,0,2015-06-30T12:03:47.883,10416
6685,6274,0,2015-06-30T12:37:42.687,7980
6691,6279,1,2015-06-30T14:08:56.323,7980
6692,6279,0,2015-06-30T14:50:00.540,8152
6693,6279,0,2015-06-30T15:13:38.797,7980
6695,6279,0,2015-06-30T16:08:32.220,8152
6696,6279,0,2015-06-30T16:20:36.663,7980
6703,6279,0,2015-06-30T23:05:08.647,8152
6698,6280,0,2015-06-30T17:03:59.993,471
6700,6280,0,2015-06-30T17:38:50.230,9793
6736,6291,0,2015-07-03T13:51:55.823,201
6738,6291,1,2015-07-03T17:31:59.777,2728
7069,6291,0,2015-07-31T02:01:23.080,9420
6732,6293,0,2015-07-03T08:51:53.410,10409
6715,6294,0,2015-07-01T14:18:46.747,381
6722,6294,0,2015-07-02T07:18:27.340,10125
6737,6294,0,2015-07-03T14:17:26.657,381
7150,6295,0,2015-08-04T01:08:09.050,11054
7485,6295,0,2015-09-04T07:11:58.577,8479
7484,6300,0,2015-09-04T07:10:09.713,8479
6721,6305,0,2015-07-01T21:22:09.747,10429
13996,6308,1,2016-07-11T17:48:49.667,381
17968,6316,1,2017-01-04T13:51:39.163,27432
18210,6324,0,2017-01-11T09:53:35.590,27003
18231,6324,0,2017-01-11T20:54:44.637,10462
6731,6325,0,2015-07-03T06:36:40.873,7980
6735,6325,0,2015-07-03T12:26:22.910,10463
6740,6325,0,2015-07-03T19:58:34.043,7980
6744,6335,0,2015-07-05T12:34:18.123,8338
6746,6335,0,2015-07-05T16:41:36.560,9420
6747,6335,0,2015-07-06T07:28:18.883,8338
34073,6335,0,2018-03-13T18:01:41.960,35644
62581,6335,0,2019-08-03T10:17:48.330,78950
8437,6342,0,2015-11-05T16:28:34.263,12473
6745,6343,1,2015-07-05T13:21:12.920,924
6977,6349,0,2015-07-26T15:37:31.013,9323
77204,6349,0,2020-04-15T21:13:41.803,91700
7400,6350,0,2015-08-27T15:54:48.870,7848
6970,6355,1,2015-07-25T21:29:49.480,9420
6992,6355,1,2015-07-27T09:04:25.463,2576
6846,6359,0,2015-07-14T14:17:08.993,10463
6764,6361,0,2015-07-08T08:55:17.250,609
6765,6361,0,2015-07-08T09:00:19.807,609
6769,6361,0,2015-07-08T13:31:48.927,10510
6770,6361,0,2015-07-08T13:46:42.840,10510
6761,6363,0,2015-07-07T23:11:57.310,10510
6793,6366,0,2015-07-10T10:13:55.187,10210
6817,6366,0,2015-07-11T22:27:26.303,708
6752,6369,0,2015-07-07T08:23:10.430,21
6767,6370,1,2015-07-08T09:10:40.023,609
6755,6374,0,2015-07-07T15:29:02.187,10513
6763,6374,0,2015-07-08T08:31:47.937,10521
6796,6374,0,2015-07-10T13:23:54.443,10513
9668,6374,0,2016-01-19T00:04:20.707,15527
6784,6375,0,2015-07-09T17:38:14.180,10587
6788,6375,0,2015-07-10T02:56:48.723,10523
6797,6375,0,2015-07-10T15:09:00.657,10587
6760,6377,0,2015-07-07T23:02:37.607,10427
6823,6378,0,2015-07-13T01:48:34.840,10638
6810,6381,0,2015-07-11T15:47:36.983,3328
6772,6385,0,2015-07-08T15:06:40.703,10531
6773,6390,0,2015-07-08T15:08:57.303,10531
6774,6390,0,2015-07-08T15:10:23.720,10531
6776,6390,1,2015-07-08T16:23:59.703,10536
6789,6391,2,2015-07-10T04:06:19.367,609
6794,6391,0,2015-07-10T11:25:26.440,9225
6804,6391,0,2015-07-11T00:06:31.173,947
6808,6391,0,2015-07-11T09:27:26.707,9225
47690,6391,0,2018-10-31T19:29:49.427,61791
47706,6391,0,2018-11-01T10:11:37.260,9225
6805,6398,0,2015-07-11T00:33:34.890,9420
7167,6399,0,2015-08-06T19:50:16.547,684
7168,6399,0,2015-08-06T19:50:22.947,684
6782,6408,0,2015-07-09T12:50:07.247,10560
6783,6408,1,2015-07-09T13:11:34.297,10568
6786,6408,1,2015-07-10T01:06:29.527,10560
6787,6408,0,2015-07-10T01:13:11.537,10560
6790,6412,0,2015-07-10T06:11:04.710,9323
6798,6412,0,2015-07-10T15:09:50.777,10587
6800,6412,0,2015-07-10T19:48:35.977,9323
6801,6412,0,2015-07-10T22:29:31.323,10587
6802,6412,0,2015-07-10T22:42:03.117,9323
6803,6414,0,2015-07-10T23:52:41.367,947
6806,6414,0,2015-07-11T02:10:29.980,10327
6811,6414,1,2015-07-11T16:04:29.477,947
6838,6414,0,2015-07-14T06:12:25.237,10327
29360,6416,0,2017-11-23T11:25:59.243,30433
6795,6421,0,2015-07-10T11:36:24.000,10327
6799,6424,0,2015-07-10T15:53:44.027,10596
7153,6430,0,2015-08-05T10:39:40.660,9793
7154,6430,0,2015-08-05T14:38:33.157,947
35450,6430,0,2018-04-13T09:43:33.657,27003
6813,6431,0,2015-07-11T19:36:54.190,10318
6820,6432,0,2015-07-12T06:09:06.797,2817
6809,6433,0,2015-07-11T14:38:32.473,10446
6814,6433,0,2015-07-11T19:48:24.643,10584
6815,6434,0,2015-07-11T22:18:16.937,3044
6816,6434,0,2015-07-11T22:22:06.347,3044
6818,6434,0,2015-07-12T00:32:55.410,9420
6819,6434,0,2015-07-12T02:15:30.597,9420
6821,6434,0,2015-07-12T19:35:12.177,836
6831,6438,0,2015-07-13T17:25:00.237,10655
10028,6440,0,2016-02-08T07:23:03.283,8820
6825,6446,1,2015-07-13T13:37:51.517,8953
6837,6446,0,2015-07-13T19:21:52.870,9793
9873,6446,0,2016-01-27T18:53:59.583,6385
9885,6446,0,2016-01-28T13:58:27.880,21
14297,6446,0,2016-07-23T03:00:03.427,21697
6832,6447,0,2015-07-13T17:43:10.307,5055
6833,6447,0,2015-07-13T17:50:56.920,9793
6834,6447,0,2015-07-13T18:04:10.193,5055
6835,6447,0,2015-07-13T18:48:20.063,9793
6840,6447,0,2015-07-14T08:41:55.277,9793
6847,6447,0,2015-07-14T14:17:26.613,5055
6845,6453,0,2015-07-14T14:12:24.287,7980
6848,6453,0,2015-07-14T14:19:57.587,10669
6849,6453,0,2015-07-14T15:02:20.557,7980
6858,6453,0,2015-07-15T12:30:52.273,10669
6862,6453,0,2015-07-15T15:42:32.453,7980
6852,6459,3,2015-07-15T05:27:45.877,609
6854,6459,0,2015-07-15T10:10:26.687,7980
6859,6459,0,2015-07-15T12:39:43.553,836
6866,6459,1,2015-07-15T17:22:22.137,5316
25003,6459,0,2017-07-20T13:31:20.510,35860
6860,6464,0,2015-07-15T14:57:37.437,21
6861,6464,0,2015-07-15T15:12:14.460,10694
6875,6467,0,2015-07-15T22:19:45.947,381
6870,6468,0,2015-07-15T18:55:35.497,10701
6889,6471,0,2015-07-16T23:03:18.977,10701
6874,6472,0,2015-07-15T22:17:11.193,381
6878,6473,0,2015-07-16T07:26:45.977,10094
6886,6476,1,2015-07-16T20:56:37.950,21
115265,6478,0,2022-09-04T04:47:00.460,140016
6894,6484,0,2015-07-17T10:55:36.107,10717
6896,6484,0,2015-07-17T17:12:00.150,9420
49295,6486,0,2018-12-07T10:56:18.740,63895
6951,6491,0,2015-07-24T07:43:49.900,2576
6901,6498,0,2015-07-20T05:22:12.170,843
7014,6506,0,2015-07-28T20:51:17.687,381
6904,6508,1,2015-07-20T15:12:26.903,7980
6915,6508,0,2015-07-21T08:38:30.263,989
6916,6508,0,2015-07-21T08:59:10.210,7980
6918,6508,0,2015-07-21T10:29:22.837,989
7549,6508,0,2015-09-10T04:23:03.787,924
8969,6508,2,2015-12-04T15:52:37.413,8878
13874,6508,0,2016-07-05T20:41:37.917,16538
20412,6508,0,2017-03-31T02:56:08.087,54343
25780,6508,0,2017-08-11T09:36:04.733,27469
57616,6508,0,2019-03-14T17:09:41.220,69562
6905,6510,1,2015-07-20T15:18:49.560,7980
6906,6510,2,2015-07-20T15:53:07.157,947
6907,6510,0,2015-07-20T16:01:12.860,5224
6912,6510,0,2015-07-20T20:37:23.120,
21951,6510,0,2017-05-16T16:09:25.943,32315
24993,6510,0,2017-07-20T11:02:27.217,5268
6908,6511,0,2015-07-20T16:02:12.503,7980
9464,6513,1,2016-01-07T01:34:02.660,381
6909,6518,0,2015-07-20T17:42:12.913,10522
6910,6518,1,2015-07-20T17:50:59.883,9420
6919,6518,0,2015-07-21T12:44:16.980,7980
45599,6521,0,2018-09-27T04:54:47.690,30406
6923,6528,0,2015-07-21T18:05:22.000,21
6927,6528,0,2015-07-22T05:37:58.867,10810
6922,6529,0,2015-07-21T17:50:39.420,10446
6921,6531,0,2015-07-21T17:44:29.127,9420
7614,6532,0,2015-09-14T09:44:00.723,924
7690,6532,0,2015-09-19T08:10:40.287,10620
6926,6533,0,2015-07-21T22:23:46.713,7980
6924,6536,0,2015-07-21T19:34:33.463,10815
6925,6536,0,2015-07-21T20:52:01.573,10314
6931,6536,0,2015-07-22T09:20:43.470,10815
6935,6536,0,2015-07-22T18:56:55.960,5010
6959,6545,0,2015-07-24T22:09:49.037,10512
7073,6545,0,2015-07-31T09:33:36.263,10512
7075,6545,0,2015-07-31T15:54:01.107,9420
7139,6545,0,2015-08-04T19:57:43.857,10512
7156,6545,0,2015-08-05T17:30:41.507,10512
6932,6546,0,2015-07-22T16:47:07.370,1359
6933,6546,0,2015-07-22T18:46:14.193,10832
6934,6546,0,2015-07-22T18:48:26.920,1359
6936,6546,0,2015-07-22T19:02:33.493,10832
6937,6546,0,2015-07-22T19:11:27.673,1359
7455,6547,0,2015-07-23T21:30:47.970,8986
9267,6547,0,2015-12-23T06:08:10.810,
15041,6547,1,2016-08-21T20:40:45.750,23664
22093,6547,1,2017-05-21T08:23:24.370,924
74127,6547,0,2015-07-22T19:52:55.367,10094
74128,6547,0,2015-07-23T13:41:22.267,1406
74129,6547,0,2015-07-29T16:30:41.523,1406
74130,6547,0,2015-07-29T16:31:24.387,1406
6944,6549,0,2015-07-23T13:47:01.377,1406
6945,6552,0,2015-07-23T13:52:16.183,1406
6946,6552,1,2015-07-23T15:48:47.820,10327
6947,6552,1,2015-07-23T16:07:13.250,10327
6948,6552,0,2015-07-23T16:58:11.390,1406
23105,6552,1,2017-06-21T13:56:13.590,462
6939,6553,1,2015-07-23T06:41:46.460,7980
6940,6553,0,2015-07-23T08:08:00.993,5279
6941,6553,1,2015-07-23T08:38:22.250,7980
6942,6553,1,2015-07-23T08:43:59.097,7980
7544,6553,1,2015-09-09T15:03:29.003,12473
71413,6553,0,2020-01-08T00:08:44.387,77317
71532,6553,1,2020-01-09T09:10:59.603,5279
6938,6555,0,2015-07-23T06:17:06.870,1359
6957,6558,0,2015-07-24T18:46:07.663,9420
6995,6558,0,2015-07-27T12:28:05.563,201
6952,6567,0,2015-07-24T09:41:25.450,10815
8222,6567,0,2015-10-22T22:15:26.790,13413
6953,6572,1,2015-07-24T15:25:35.157,3314
6954,6574,0,2015-07-24T17:19:12.903,10799
6956,6574,0,2015-07-24T18:32:18.947,9420
7016,6576,0,2015-07-28T22:01:28.717,1077
7019,6576,0,2015-07-29T04:26:30.353,10879
9259,6576,0,2015-12-23T01:01:11.553,7848
9278,6576,0,2015-12-23T20:02:30.320,8960
44119,6576,0,2018-08-30T08:19:52.003,58388
6965,6577,0,2015-07-25T07:47:41.743,471
8736,6577,0,2015-11-23T09:59:06.943,11097
6960,6578,0,2015-07-25T03:07:38.777,381
8196,6578,0,2015-10-21T13:12:49.527,471
8741,6580,0,2015-11-23T15:22:01.147,10881
8747,6580,0,2015-11-23T21:25:33.647,10884
6962,6582,0,2015-07-25T07:19:22.530,10879
6963,6582,2,2015-07-25T07:30:58.487,8752
6964,6582,0,2015-07-25T07:42:53.463,8752
6966,6582,0,2015-07-25T10:28:52.427,10879
6967,6582,0,2015-07-25T15:17:41.173,8752
6981,6582,0,2015-07-26T19:30:17.013,8752
6975,6583,0,2015-07-26T13:56:39.463,10882
8264,6583,0,2015-10-25T07:39:10.830,9123
6969,6584,0,2015-07-25T20:30:11.260,9420
6968,6585,0,2015-07-25T19:47:52.993,1359
23381,6587,0,2017-06-30T18:04:36.027,381
6982,6590,1,2015-07-26T19:58:06.537,947
12185,6590,1,2016-06-02T11:53:02.083,18843
6988,6591,0,2015-07-27T05:58:03.803,9420
6996,6591,0,2015-07-27T19:25:52.617,10907
6997,6591,2,2015-07-27T19:49:11.860,836
6998,6591,0,2015-07-27T21:52:20.007,9420
7015,6591,1,2015-07-28T21:22:27.090,201
7048,6591,0,2015-07-29T15:35:25.343,836
7052,6591,0,2015-07-29T18:30:23.300,201
7056,6591,0,2015-07-30T09:34:06.360,10907
7058,6591,0,2015-07-30T09:52:03.297,10907
7062,6591,0,2015-07-30T14:07:59.307,10907
71465,6593,0,2020-01-08T13:16:09.820,88019
124293,6593,0,2023-11-09T09:53:36.783,156053
124294,6593,0,2023-11-09T10:03:04.403,156053
7826,6598,1,2015-09-25T19:43:14.563,381
7936,6598,0,2015-10-06T12:49:40.180,
7000,6600,0,2015-07-28T01:49:07.600,1133
9324,6601,0,2015-12-29T23:12:20.463,9420
9325,6601,0,2015-12-30T11:40:53.680,8878
6999,6602,0,2015-07-28T01:32:34.867,7848
7006,6602,0,2015-07-28T09:48:56.237,7980
7007,6602,0,2015-07-28T12:42:20.190,10937
7004,6605,0,2015-07-28T09:44:24.463,122
7005,6605,0,2015-07-28T09:45:37.917,7980
7010,6608,0,2015-07-28T15:43:41.173,1279
7011,6609,0,2015-07-28T15:47:53.537,1133
7029,6609,0,2015-07-29T09:07:57.250,10936
7009,6610,0,2015-07-28T15:31:41.003,1279
7020,6610,0,2015-07-29T08:03:18.347,10940
7070,6611,1,2015-07-31T02:07:37.277,
7081,6611,0,2015-07-31T20:44:15.750,10943
8099,6611,0,2015-10-17T09:42:10.513,5177
7012,6612,0,2015-07-28T20:23:26.923,10587
7013,6612,0,2015-07-28T20:26:37.597,843
7022,6615,0,2015-07-29T08:29:13.810,10940
7023,6615,0,2015-07-29T08:38:16.797,10940
7025,6615,1,2015-07-29T09:05:28.870,21
7017,6617,0,2015-07-29T01:06:35.087,3466
7018,6617,1,2015-07-29T02:05:27.273,
7054,6626,0,2015-07-30T06:53:46.407,836
7055,6626,0,2015-07-30T06:56:32.497,836
7059,6626,0,2015-07-30T13:17:16.670,10949
7060,6626,0,2015-07-30T13:25:55.227,836
7061,6626,0,2015-07-30T13:30:27.270,10949
7053,6627,1,2015-07-30T04:10:23.053,10967
7065,6627,1,2015-07-30T17:19:15.357,10967
7066,6627,0,2015-07-30T17:26:45.673,9420
7091,6629,0,2015-08-01T20:14:55.703,7720
9921,6634,0,2016-02-01T15:32:28.947,471
7072,6635,0,2015-07-31T05:23:35.197,2452
7074,6638,1,2015-07-31T11:35:06.033,10907
7076,6638,0,2015-07-31T16:20:00.683,9420
7122,6638,0,2015-08-04T16:27:55.207,10907
7123,6638,1,2015-08-04T16:29:23.577,10907
7124,6638,1,2015-08-04T16:36:39.037,9420
7221,6638,0,2015-08-11T19:39:57.133,10907
7077,6643,0,2015-07-31T16:38:54.557,9420
7093,6643,0,2015-08-02T06:47:53.220,10994
7100,6644,0,2015-08-02T12:10:38.450,10990
7104,6644,1,2015-08-02T15:20:18.047,836
8228,6644,0,2015-10-23T06:59:18.913,13625
8230,6644,0,2015-10-23T08:31:29.337,836
32213,6644,0,2018-02-09T16:04:03.447,49032
32222,6644,1,2018-02-09T19:13:06.033,836
32226,6644,0,2018-02-09T20:03:43.423,49032
32227,6644,0,2018-02-09T20:33:17.630,836
38423,6644,0,2018-06-07T02:26:34.467,53291
38431,6644,0,2018-06-07T06:50:33.333,836
74360,6644,0,2020-03-06T06:26:17.020,90320
7078,6645,0,2015-07-31T16:54:22.150,9420
7079,6645,0,2015-07-31T18:42:48.107,9793
7083,6645,0,2015-07-31T21:40:55.240,9420
7084,6645,0,2015-07-31T21:52:19.893,9793
7085,6645,0,2015-07-31T21:58:13.987,9420
7086,6645,0,2015-07-31T22:54:08.683,9793
7087,6645,0,2015-07-31T23:17:18.823,9793
7088,6645,0,2015-08-01T07:08:41.753,9793
7089,6645,0,2015-08-01T07:20:10.400,9793
7109,6645,0,2015-08-03T05:18:55.950,9793
7113,6645,0,2015-08-03T18:05:43.870,9420
7114,6645,0,2015-08-03T18:47:27.477,9793
7094,6650,0,2015-08-02T07:09:31.780,10994
7096,6650,0,2015-08-02T07:41:57.957,381
7097,6650,0,2015-08-02T08:21:53.440,10994
22357,6650,0,2017-05-29T05:14:22.113,24696
7350,6655,0,2015-08-24T09:22:49.330,10979
7099,6660,2,2015-08-02T12:09:05.290,7980
7102,6660,0,2015-08-02T13:03:09.710,11029
7103,6660,1,2015-08-02T14:23:39.143,7980
8877,6660,0,2015-11-29T02:49:18.693,14409
11957,6664,0,2016-05-19T15:32:11.817,18865
7110,6666,1,2015-08-03T14:28:20.290,1097
7112,6666,0,2015-08-03T14:36:35.620,
7116,6672,0,2015-08-04T14:17:37.427,10983
7126,6673,2,2015-08-04T16:57:07.137,947
7130,6673,1,2015-08-04T18:31:36.300,11054
7132,6673,0,2015-08-04T18:37:00.090,947
7133,6673,0,2015-08-04T18:43:56.830,11054
7134,6673,2,2015-08-04T18:47:42.433,947
7135,6673,1,2015-08-04T18:53:00.963,11054
7136,6673,0,2015-08-04T19:04:12.603,947
7137,6673,0,2015-08-04T19:05:10.387,11054
7138,6673,0,2015-08-04T19:05:23.117,11054
7183,6673,1,2015-08-08T07:49:38.170,11146
7216,6673,0,2015-08-11T06:32:47.547,11054
72574,6674,0,2020-01-29T21:58:45.860,89122
7140,6675,2,2015-08-04T22:38:25.267,7848
7115,6676,3,2015-08-04T10:29:42.717,7980
7120,6676,0,2015-08-04T16:21:46.450,8774
7121,6676,0,2015-08-04T16:23:21.147,8774
7145,6676,0,2015-08-05T06:51:20.053,7980
7155,6676,1,2015-08-05T16:17:22.207,9420
7141,6680,0,2015-08-04T23:26:04.747,7848
7479,6681,1,2015-09-03T22:22:06.627,947
7920,6681,0,2015-10-05T03:12:28.480,13184
7128,6684,0,2015-08-04T18:02:24.060,843
7129,6684,1,2015-08-04T18:05:32.373,947
19688,6685,1,2017-03-05T23:36:00.903,27250
19689,6685,0,2017-03-05T23:41:14.460,843
19690,6685,1,2017-03-05T23:49:26.343,27250
19691,6685,0,2017-03-06T00:00:41.997,843
7149,6689,0,2015-08-05T07:54:22.430,11066
7164,6689,0,2015-08-06T10:07:55.240,11080
7784,6690,0,2015-09-23T17:34:38.403,5177
7982,6691,0,2015-10-10T10:35:47.210,12363
7186,6693,0,2015-08-08T13:19:08.697,924
7914,6693,0,2015-10-04T09:56:09.183,5177
9198,6694,0,2015-12-17T15:44:30.217,5279
20546,6694,0,2017-04-05T07:22:58.637,30781
7146,6696,0,2015-08-05T07:26:37.860,836
7148,6696,0,2015-08-05T07:51:40.553,8013
7152,6698,0,2015-08-05T09:15:04.923,816
7157,6698,0,2015-08-05T19:15:24.313,5179
7196,6704,0,2015-08-10T01:23:55.903,11063
7161,6705,0,2015-08-06T04:01:29.510,8013
7160,6707,0,2015-08-06T04:00:21.690,8013
7163,6707,0,2015-08-06T08:53:37.033,836
7200,6707,0,2015-08-10T05:08:08.020,8013
7209,6707,0,2015-08-10T20:55:57.640,11113
7213,6707,0,2015-08-11T03:53:12.397,8013
7214,6707,0,2015-08-11T03:54:34.170,8013
7215,6707,0,2015-08-11T04:19:40.790,8013
7222,6707,0,2015-08-11T21:19:23.810,11113
7229,6707,0,2015-08-12T03:45:20.677,8013
7171,6710,0,2015-08-07T09:24:58.777,9893
7173,6710,0,2015-08-07T11:03:42.057,10989
7172,6714,0,2015-08-07T09:26:10.847,9893
7177,6715,0,2015-08-07T16:38:04.743,10512
84170,6716,0,2020-08-15T07:14:44.820,91724
18460,6718,2,2017-01-21T00:06:09.047,10512
7170,6720,0,2015-08-07T08:48:39.850,8013
7175,6720,0,2015-08-07T14:48:13.530,9814
7178,6722,1,2015-08-07T16:47:28.703,10512
66507,6725,0,2019-10-01T15:25:38.187,82358
66628,6725,0,2019-10-03T14:45:37.290,11142
7185,6726,2,2015-08-08T09:33:50.633,836
7190,6726,0,2015-08-08T20:41:09.967,11146
7197,6726,1,2015-08-10T01:39:32.667,947
14396,6727,0,2016-07-28T22:57:32.083,381
7187,6729,0,2015-08-08T13:27:55.673,9035
7188,6729,0,2015-08-08T14:24:14.633,201
7199,6735,1,2015-08-10T04:50:12.297,2452
7201,6735,0,2015-08-10T08:24:15.340,7980
7205,6735,0,2015-08-10T10:36:31.123,9793
7270,6747,1,2015-08-16T21:37:34.590,8152
7208,6748,0,2015-08-10T18:46:09.120,12177
7211,6748,0,2015-08-11T03:10:14.830,2452
7232,6748,0,2015-08-12T09:32:36.350,21
7224,6756,0,2015-08-11T22:39:03.580,8037
7218,6760,0,2015-08-11T15:03:03.807,11136
7220,6760,0,2015-08-11T17:11:06.830,947
7248,6760,0,2015-08-13T19:35:47.453,12240
7256,6760,0,2015-08-14T14:40:09.230,11136
7226,6767,0,2015-08-11T23:47:55.327,12203
7228,6767,0,2015-08-12T00:33:20.407,11142
7230,6768,1,2015-08-12T07:04:40.567,7980
7231,6768,0,2015-08-12T07:12:40.623,7980
7239,6768,0,2015-08-12T16:20:58.547,10587
8532,6768,0,2015-11-11T13:05:03.950,12473
10431,6768,1,2016-03-02T14:10:13.860,676
7860,6771,0,2015-09-29T21:30:20.153,8320
7888,6771,0,2015-10-01T09:11:22.243,12215
21859,6771,0,2017-05-13T23:10:46.413,32215
7240,6773,0,2015-08-13T06:12:13.583,8479
79240,6773,0,2020-05-20T10:07:59.897,83791
7236,6775,0,2015-08-12T15:15:48.667,7980
7237,6775,0,2015-08-12T15:25:54.070,11141
7238,6775,0,2015-08-12T16:07:36.460,7980
9489,6778,0,2016-01-07T17:49:22.903,843
9490,6778,0,2016-01-07T17:49:28.247,843
7241,6783,0,2015-08-13T07:54:57.957,10998
7242,6783,0,2015-08-13T09:14:27.173,7980
7243,6783,0,2015-08-13T09:17:52.380,10998
7244,6783,0,2015-08-13T10:29:14.940,10998
9540,6784,0,2016-01-10T16:47:33.310,9420
7249,6786,2,2015-08-13T20:27:14.670,12241
7250,6786,3,2015-08-14T00:40:32.040,7980
7251,6786,0,2015-08-14T06:57:35.167,226
7262,6786,5,2015-08-14T23:29:10.197,9420
7276,6786,1,2015-08-17T13:05:33.690,226
7277,6786,1,2015-08-17T15:35:42.190,9420
7254,6787,0,2015-08-14T10:52:51.787,7980
7261,6787,2,2015-08-14T22:53:54.833,381
96409,6787,0,2021-03-27T13:23:59.990,76808
7246,6788,1,2015-08-13T15:48:05.083,836
7247,6788,0,2015-08-13T16:02:10.147,12222
7252,6789,0,2015-08-14T07:46:38.750,836
7253,6789,0,2015-08-14T08:13:22.453,7980
7257,6789,1,2015-08-14T14:55:18.163,1279
7264,6789,0,2015-08-15T07:04:22.187,12250
7265,6789,0,2015-08-15T07:16:45.673,12250
7267,6789,0,2015-08-15T16:27:01.000,12250
7271,6789,1,2015-08-16T23:36:19.617,1279
7272,6789,0,2015-08-17T07:12:25.177,1279
7280,6789,0,2015-08-17T19:07:02.590,836
7505,6792,0,2015-09-07T08:53:08.063,
9443,6794,0,2016-01-06T12:17:58.010,471
9463,6794,0,2016-01-07T00:41:38.060,905
7268,6796,0,2015-08-16T07:57:00.067,12258
10767,6797,0,2016-03-17T11:24:01.780,15361
7266,6798,1,2015-08-15T08:36:16.970,10517
8991,6798,1,2015-12-05T20:30:56.073,13023
8994,6798,0,2015-12-05T21:02:13.720,843
8995,6798,1,2015-12-05T21:13:29.330,13023
8997,6798,0,2015-12-05T21:28:50.247,843
8518,6799,0,2015-11-11T00:06:44.367,2723
8520,6800,0,2015-11-11T00:11:08.853,2723
11461,6800,2,2016-04-22T13:24:58.063,12300
16458,6800,0,2016-10-28T18:35:13.167,14
7269,6805,1,2015-08-16T20:43:52.487,836
7666,6805,0,2015-09-17T14:15:25.297,12294
7275,6806,0,2015-08-17T12:49:53.740,947
7273,6807,0,2015-08-17T11:21:52.617,11141
10044,6813,14,2016-02-09T12:42:39.707,6550
120539,6813,1,2023-03-05T20:53:26.463,56540
112947,6814,0,2022-05-31T04:22:42.690,89078
7281,6816,0,2015-08-18T14:02:16.930,7980
7282,6816,1,2015-08-18T19:27:00.330,12241
7285,6817,0,2015-08-18T22:45:09.963,8041
7349,6819,0,2015-08-24T07:49:36.123,10998
7287,6822,1,2015-08-19T08:05:33.123,12314
7294,6827,0,2015-08-19T16:07:48.427,7980
7297,6827,0,2015-08-19T17:34:12.863,12333
7298,6827,0,2015-08-19T18:18:36.607,7980
7300,6827,0,2015-08-19T22:25:18.487,7848
7364,6827,0,2015-08-25T03:00:41.597,12333
7299,6828,0,2015-08-19T19:14:54.587,10210
7304,6828,0,2015-08-20T07:09:37.123,21
7289,6829,0,2015-08-19T11:52:13.877,10210
7290,6829,0,2015-08-19T11:53:00.727,10210
7291,6829,0,2015-08-19T11:54:50.957,10189
7292,6829,0,2015-08-19T11:55:49.233,10210
7293,6831,0,2015-08-19T15:50:46.683,7980
7295,6831,0,2015-08-19T16:17:29.560,12202
7296,6834,1,2015-08-19T17:32:24.933,6550
18199,6834,0,2017-01-11T06:14:57.400,27693
18202,6834,0,2017-01-11T07:36:36.580,6550
7396,6835,0,2015-08-27T03:21:00.773,12473
25683,6835,1,2017-08-10T05:30:45.753,37754
34888,6835,1,2018-03-30T18:21:36.200,46800
